BEDSCode,recType,name,currentCounts_onSitePositiveStudents,currentCounts_onSitePositiveTeachers,currentCounts_onSitePositiveStaff,StreetAddress,City,State,Zip+4,longitude,latitude
342400315795,Non-Public,MARTIN LUTHER SCHOOL,0,0,0,60-02 MASPETH AVE,MASPETH,NY,113782712,-73.9060731,40.7228813
342400446464,Non-Public,JACKSON HEIGHTS SDA SCHOOL,0,0,0,72-25 WOODSIDE AVE,WOODSIDE,NY,113773940,-73.8918438,40.7432373
342400629515,Non-Public,RAZI SCHOOL,0,0,0,55-11 QUEENS BLVD,WOODSIDE,NY,113774740,-73.9096197,40.7425712
342400861025,Charter,CENTRAL QUEENS ACADEMY CHARTER SCHOOL,0,0,0,55-30 JUNCTION BLVD,ELMHURST,NY,11373,-73.866454,40.737321
342400861048,Charter,MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL,0,0,0,6802 METROPOLITAN AVE,MIDDLE VILLAGE,NY,11379,-73.888325,40.710973
342400861098,Charter,,,,,106 PINE ST-6TH FL,NEW YORK,NY,10005,-73.8736011,40.6840118
342400861113,Charter,FORTE PREPARATORY ACADEMY CHARTER SCHOOL,0,0,0,51-35 REEDER ST-2ND FL,ELMHURST,NY,11373,-73.861594,40.759419
342400861128,Charter,RENAISSANCE CHARTER SCHOOL 2 (THE),0,0,0,60-02 MASPETH AVE,MASPETH,NY,11378,-73.9060731,40.7228813
342400861133,Charter,ELM COMMUNITY CHARTER SCHOOL,0,0,0,69-26 COOPER AVE,GLENDALE,NY,11385,-73.8813704,40.7012077
342400861152,Charter,VALENCE COLLEGE PREPARATORY CHARTER SCHOOL,0,0,0,32-20 108TH ST,EAST ELMHURST,NY,11369,-73.8615607,40.7593286
342400995969,Non-Public,,,,,107-17 NORTHERN BLVD,CORONA,NY,11368,-73.8612294,40.758053
342400996441,Non-Public,TIEGERMAN SCHOOL AT WOODSIDE,0,0,0,70-24 47TH AVE,WOODSIDE,NY,11377,-73.8937175,40.7388249
342500010020,Public,PS 20 JOHN BOWNE,0,0,0,142-30 BARCLAY AVE,FLUSHING,NY,11355,-73.824388,40.758347
342500010021,Public,PS 21 EDWARD HART,0,0,0,147-36 26TH AVE,FLUSHING,NY,11354,-73.818581,40.774134
342500010022,Public,PS 22 THOMAS JEFFERSON,0,0,0,153-33 SANFORD AVE,FLUSHING,NY,11355,-73.811373,40.761744
342500010024,Public,PS 24 ANDREW JACKSON,0,0,0,45-57 UNION ST,FLUSHING,NY,11355,-73.8181,40.751972
342500010024,Public,PS 24 ANDREW JACKSON,0,0,0,45-57 UNION ST,FLUSHING,NY,11355,-73.8181,40.751972
342500010025,Public,IS 25 ADRIEN BLOCK,0,0,0,34-65 192ND ST,FLUSHING,NY,11358,-73.789365,40.764884
342500010029,Public,PS 29,0,0,0,125-10 23RD AVE,COLLEGE POINT,NY,11356,-73.842967,40.778029
342500010032,Public,PS 32 STATE STREET,0,0,0,171-11 35TH AVE,FLUSHING,NY,11358,-73.794323,40.765459
342500010079,Public,PS 79 FRANCIS LEWIS,0,0,0,147-27 15TH DR,WHITESTONE,NY,11357,-73.817338,40.786201
342500010107,Public,PS 107 THOMAS A DOOLEY,0,0,0,167-02 45TH AVE,FLUSHING,NY,11358,-73.799476,40.755364
342500010120,Public,PS 120,0,0,0,58-01 136TH ST,FLUSHING,NY,11355,-73.828674,40.745215
342500010129,Public,PS 129 PATRICIA LARKIN,0,0,0,128-02 7TH AVE,COLLEGE POINT,NY,11356,-73.839505,40.789926
342500010130,Public,PS 130,0,0,0,200-01 42ND AVE,BAYSIDE,NY,11361,-73.784009,40.760219
342500010154,Public,PS 154,0,0,0,75-02 162ND ST,FLUSHING,NY,11366,-73.80775,40.726473
342500010163,Public,PS 163 FLUSHING HEIGHTS,0,0,0,159-01 59TH AVE,FLUSHING,NY,11365,-73.808765,40.741107
342500010164,Public,PS 164 QUEENS VALLEY,0,0,0,138-01 77TH AVE,FLUSHING,NY,11367,-73.823569,40.721514
342500010165,Public,PS 165 EDITH K BERGTRAUM,0,0,0,70-35 150TH ST,FLUSHING,NY,11367,-73.816966,40.729746
342500010169,Public,PS 169 BAY TERRACE,0,0,0,18-25 212TH ST,BAYSIDE,NY,11360,-73.77843,40.782331
342500010184,Public,PS 184 FLUSHING MANOR,0,0,0,163-15 21ST RD,WHITESTONE,NY,11357,-73.799158,40.778334
342500010185,Public,JHS 185 EDWARD BLEEKER,0,0,0,147-26 25TH DR,FLUSHING,NY,11354,-73.818607,40.774906
342500010189,Public,JHS 189 DANIEL CARTER BEARD,0,0,0,144-80 BARCLAY AVE,FLUSHING,NY,11355,-73.818399,40.759963
342500010193,Public,PS 193 ALFRED J KENNEDY,0,0,0,152-20 11TH AVE,WHITESTONE,NY,11357,-73.808987,40.792053
342500010194,Public,JHS 194 WILLIAM CARR,0,0,0,154-60 17TH AVE,WHITESTONE,NY,11357,-73.80699,40.783231
342500010200,Public,PS/MS 200 MAGNET SCHOOL OF GLOBAL STUDIES AND LEADERSHIP (THE),0,0,0,70-10 164TH ST,FLUSHING,NY,11365,-73.805759,40.73107
342500010201,Public,PS 201 DISCOVERY SCHOOL FOR INQUIRY AND RESEARCH (THE),0,0,0,65-11 155TH ST,FLUSHING,NY,11367,-73.813011,40.736541
342500010209,Public,PS 209 CLEARVIEW GARDENS,0,0,0,16-10 UTOPIA PKWY,WHITESTONE,NY,11357,-73.795845,40.783777
342500010214,Public,PS 214 CADWALLADER COLDEN,0,0,0,31-15 140TH ST,FLUSHING,NY,11354,-73.827606,40.770215
342500010219,Public,PS 219 PAUL KLAPPER,0,0,0,144-39 GRAVETT RD,FLUSHING,NY,11367,-73.823841,40.737448
342500010237,Public,IS 237,0,0,0,46-21 COLDEN ST,FLUSHING,NY,11355,-73.821402,40.74943
342500010242,Public,PS 242 LEONARD P STAVISKY EARLY CHILDHOOD SCHOOL,0,0,0,29-66 137TH ST,FLUSHING,NY,11354,-73.832005,40.769752
342500010244,Public,ACTIVE LEARNING ELEMENTARY SCHOOL (THE),0,0,0,137-20 FRANKLIN AVE,FLUSHING,NY,11367,-73.826192,40.754483
342500010250,Public,IS 250 ROBERT F KENNEDY COMMUNITY MIDDLE SCHOOL (THE),0,0,0,158-40 76TH RD,FLUSHING,NY,11366,-73.80938,40.724195
342500010294,Public,BELL ACADEMY,0,0,0,18-25 212TH ST,BAYSIDE,NY,11360,-73.77843,40.782331
342500010379,Public,COLLEGE POINT COLLABORATIVE,0,0,0,124-06 14TH AVE,COLLEGE POINT,NY,11356,-73.843504,40.785129
342500011240,Public,VERITAS ACADEMY,0,0,0,35-01 UNION ST,FLUSHING,NY,11354,-73.826811,40.764892
342500011241,Public,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,0,0,0,35-01 UNION ST,FLUSHING,NY,11354,-73.826811,40.764892
342500011252,Public,QUEENS SCHOOL OF INQUIRY (THE),0,0,0,158-40 76TH RD,FLUSHING,NY,11366,-73.80938,40.724195
342500011263,Public,FLUSHING INTERNATIONAL HIGH SCHOOL,0,0,0,144-80 BARCLAY AVE,FLUSHING,NY,11355,-73.818399,40.759963
342500011281,Public,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,0,0,0,46-21 COLDEN ST,FLUSHING,NY,11355,-73.821402,40.74943
342500011285,Public,WORLD JOURNALISM PREPARATORY:  A COLLEGE BOARD SCHOOL,0,0,0,34-65 192ND ST,FLUSHING,NY,11358,-73.789365,40.764884
342500011425,Public,JOHN BOWNE HIGH SCHOOL,0,0,0,63-25 MAIN ST,FLUSHING,NY,11367,-73.823841,40.737448
342500011460,Public,FLUSHING HIGH SCHOOL,0,0,0,35-01 UNION ST,FLUSHING,NY,11354,-73.826811,40.764892
342500011499,Public,"QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE",0,0,0,148-20 REEVES AVE,FLUSHING,NY,11367,-73.820821,40.738599
342500011525,Public,TOWNSEND HARRIS HIGH SCHOOL,0,0,0,149-11 MELBOURNE AVE,FLUSHING,NY,113671306,-73.821532,40.737038
342500011540,Public,QUEENS ACADEMY HIGH SCHOOL,0,0,0,138-11 35TH AVE,FLUSHING,NY,11354,-73.828279,40.765624
342500011670,Public,ROBERT F KENNEDY COMMUNITY HIGH SCHOOL,0,0,0,75-40 PARSONS BLVD,FLUSHING,NY,11366,-73.811408,40.72528
342500011792,Public,NORTH QUEENS COMMUNITY HIGH SCHOOL,0,0,0,141-25 77TH RD,FLUSHING,NY,11367,-73.819664,40.720586
342500125869,Non-Public,SAINT AGNES ACADEMIC HIGH SCHOOL,0,0,0,13-20 124TH ST,COLLEGE POINT,NY,113561814,-73.8442496,40.7858799
342500125902,Non-Public,SAINT ANDREW AVELLINO CATHOLIC ACADEMY,0,0,0,35-50 158TH ST,FLUSHING,NY,113581617,-73.8076307,40.7647627
342500125930,Non-Public,HOLY CROSS HIGH SCHOOL,0,0,0,26-20 FRANCIS LEWIS BLVD,FLUSHING,NY,113581197,-73.7954031,40.771043
342500125940,Non-Public,SAINT KEVIN CATHOLIC ACADEMY,0,0,0,45-50 195TH ST,FLUSHING,NY,113583526,-73.7864872,40.7544125
342500125942,Non-Public,SAINT LUKE SCHOOL,0,0,0,16-01 150TH PL,WHITESTONE,NY,113572642,-73.8104462,40.7851528
342500125954,Non-Public,SAINT MEL CATHOLIC ACADEMY,0,0,0,154-24 26TH AVE,FLUSHING,NY,113541518,-73.8088639,40.7737025
342500125955,Non-Public,MOST HOLY REDEEMER ACADEMY,0,0,0,136-58 41ST AVE,FLUSHING,NY,113552425,-73.827223,40.7588404
342500127232,Non-Public,,,,,14-45 143RD ST,WHITESTONE,NY,113572399,-73.8254109,40.7858779
342500208524,Non-Public,SHEVACH HIGH SCHOOL,0,0,0,75-09 MAIN ST,FLUSHING,NY,113672471,-73.8199831,40.7238158
342500217123,Non-Public,SOLOMON SCHECHTER SCHOOL OF QUEENS,0,0,0,76-16 PARSONS BLVD,FLUSHING,NY,113661041,-73.811094,40.724579
342500226479,Non-Public,RABBINICAL SEMINARY OF AMERICA,0,0,0,76-01 147TH ST,FLUSHING,NY,113673148,-73.8170908,40.7230005
342500227011,Non-Public,YESHIVA OF CENTRAL QUEENS,0,0,0,147-37 70TH RD,FLUSHING,NY,113671719,-73.8192574,40.729921
342500229418,Non-Public,,,,,147-37 70TH RD,FLUSHING,NY,113671719,-73.8192574,40.729921
342500229646,Non-Public,YESHIVA KETANA OF QUEENS,0,0,0,78-15 PARSONS BLVD,FLUSHING,NY,113661929,-73.8093488,40.7218845
342500625444,Non-Public,AL-MAMOOR SCHOOL,0,0,0,78-31 PARSONS BLVD,FRESH MEADOWS,NY,11366,-73.809202,40.7214523
342500629637,Non-Public,MUSLIM CENTER JUNIOR HIGH SCHOOL,0,0,0,137-58 GERANIUM AVE,FLUSHING,NY,113554128,-73.820452,40.75085
342500715470,Non-Public,,,,,12-03 150TH ST,WHITESTONE,NY,11357,-73.8140871,40.7905457
342500806983,Non-Public,FLUSHING CHRISTIAN SCHOOL,0,0,0,41-54 MURRAY ST,FLUSHING,NY,113551055,-73.8126363,40.7616793
342500809793,Non-Public,PROMISE CHRISTIAN ACADEMY,0,0,0,130-30 31ST AVE-2ND FL,FLUSHING,NY,11354,-73.8390617,40.7698322
342500997003,Non-Public,WHITESTONE ACADEMY,0,0,0,150-34 12TH AVE,WHITESTONE,NY,113571808,-73.8131877,40.7907544
342500997737,Non-Public,WINDSOR SCHOOL (THE),0,0,0,37-02 MAIN ST-4TH FL,FLUSHING,NY,11354,-73.8311854,40.7613195
342500997772,Non-Public,LOWELL UPPER SCHOOL OF FLUSHING,0,0,0,142-45 58TH RD,FLUSHING,NY,11355,-73.8225619,40.7442022
342500997775,Non-Public,,,,,2420 PARSONS BLVD,FLUSHING,NY,11357,-73.8245838,40.7775082
342500998958,Non-Public,SHIELD INSTITUTE OF FLUSHING,0,0,0,144-61 ROOSEVELT AVE,FLUSHING,NY,11354,-73.8199114,40.7624277
342500998962,Non-Public,LOWELL SCHOOL (THE),0,0,0,24-20 PARSONS BLVD,WHITESTONE,NY,11357,-73.8245838,40.7775082
342600010018,Public,PS 18 WINCHESTER,0,0,0,86-35 235TH CT,QUEENS VILLAGE,NY,114272797,-73.73229,40.731853
342600010026,Public,PS 26 RUFUS KING,0,0,0,195-02 69TH AVE,FLUSHING,NY,113654099,-73.777607,40.735935
342600010031,Public,PS 31 BAYSIDE,0,0,0,211-45 46TH RD,BAYSIDE,NY,113613399,-73.768994,40.757701
342600010041,Public,PS 41 CROCHERON,0,0,0,214-43 35TH AVE,BAYSIDE,NY,113611799,-73.771225,40.770155
342600010046,Public,PS 46 ALLEY POND,0,0,0,64-45 218TH ST,BAYSIDE,NY,113642298,-73.758042,40.745744
342600010067,Public,JHS 67 LOUIS PASTEUR,0,0,0,51-60 MARATHON PKWY,LITTLE NECK,NY,113621796,-73.734832,40.762241
342600010074,Public,JHS 74 NATHANIEL HAWTHORNE,0,0,0,61-15 OCEANIA ST,BAYSIDE,NY,113612139,-73.766653,40.744743
342600010094,Public,PS 94 DAVID D PORTER,0,0,0,41-77 LITTLE NECK PKWY,LITTLE NECK,NY,113631738,-73.738703,40.771258
342600010098,Public,PS 98 DOUGLASTON SCHOOL (THE),0,0,0,40-20 235TH ST,DOUGLASTON,NY,113631592,-73.749998,40.768906
342600010115,Public,JAMES J AMBROSE SCHOOL (THE),0,0,0,80-51 261ST ST,FLORAL PARK,NY,110041560,-73.709404,40.744201
342600010133,Public,PS 133,0,0,0,248-05 86TH AVE,BELLEROSE,NY,114262099,-73.717819,40.732458
342600010158,Public,MS 158 MARIE CURIE,0,0,0,46-35 OCEANIA ST,BAYSIDE,NY,113613298,-73.771878,40.756562
342600010159,Public,PS 159,0,0,0,205-01 33RD AVE,BAYSIDE,NY,113611099,-73.783973,40.770108
342600010162,Public,PS 162 JOHN GOLDEN,0,0,0,201-02 53RD AVE,BAYSIDE,NY,113611099,-73.776576,40.748405
342600010172,Public,IRWIN ALTMAN MIDDLE SCHOOL 172,0,0,0,81-14 257TH ST,FLORAL PARK,NY,110041499,-73.713245,40.741409
342600010173,Public,PS 173 FRESH MEADOWS,0,0,0,174-10 67TH AVE,FLUSHING,NY,113652099,-73.795651,40.734097
342600010178,Public,PS/IS 178 HOLLISWOOD,0,0,0,189-10 RADNOR RD,JAMAICA,NY,114231097,-73.777314,40.724061
342600010186,Public,PS 186 CASTLEWOOD,0,0,0,252-12 72ND AVE,BELLEROSE,NY,114262799,-73.721594,40.749556
342600010188,Public,PS 188 KINGSBURY,0,0,0,218-12 HARTLAND AVE,FLUSHING,NY,113643532,-73.753985,40.736063
342600010191,Public,PS 191 MAYFLOWER,0,0,0,85-15 258TH ST,FLORAL PARK,NY,110011029,-73.708617,40.734266
342600010203,Public,PS 203 OAKLAND GARDENS,0,0,0,53-11 SPRNGFLD BLVD,BAYSIDE,NY,11364,-73.759822,40.753606
342600010205,Public,PS 205 ALEXANDER GRAHAM BELL,0,0,0,75-25 BELL BLVD,BAYSIDE,NY,113613499,-73.756374,40.738008
342600010213,Public,PS 213 CARL ULLMAN SCHOOL (THE),0,0,0,231-02 67TH AVE,BAYSIDE,NY,113612799,-73.74539,40.747457
342600010216,Public,JHS 216 GEORGE J RYAN,0,0,0,64-20 175TH ST,FLUSHING,NY,113652199,-73.794501,40.737188
342600010221,Public,PS 221 NORTH HILLS SCHOOL (THE),0,0,0,57-40 MARATHON PKWY,LITTLE NECK,NY,113622094,-73.731518,40.758808
342600010266,Public,PS/IS 266,0,0,0,74-10 COMMONWEALTH BLVD,BELLEROSE,NY,11426,-73.728415,40.746128
342600010376,Public,PS 376,0,0,0,210-21 48TH AVE,FLUSHING,NY,11364,-73.770314,40.754954
342600010390,Public,PS 390,0,0,0,56-10 214TH ST,BAYSIDE,NY,11364,-73.7649318,40.74981
342600011315,Public,BUSINESS TECHNOLOGY EARLY COLLEGE HIGH SCHOOL,0,0,0,230-17 HILLSIDE AVE,QUEENS VILLAGE,NY,11427,-73.739726,40.733888
342600011415,Public,BENJAMIN N CARDOZO HIGH SCHOOL,0,0,0,57-00 223RD ST,BAYSIDE,NY,11364,-73.757271,40.752343
342600011430,Public,FRANCIS LEWIS HIGH SCHOOL,0,0,0,58-20 UTOPIA PKY,FRESH MEADOWS,NY,11365,-73.795049,40.740875
342600011435,Public,MARTIN VAN BUREN HIGH SCHOOL,0,0,0,230-17 HILLSIDE AVE,QUEENS VILLAGE,NY,11427,-73.739726,40.733888
342600011495,Public,BAYSIDE HIGH SCHOOL,0,0,0,32-24 CORP KENNEDY ST,BAYSIDE,NY,11361,-73.781041,40.771398
342600011566,Public,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND SCIENCES",0,0,0,74-20 COMMONWEALTH BLVD,BELLEROSE,NY,11426,-73.728834,40.744197
342600125901,Non-Public,DIVINE WISDOM CATHOLIC ACADEMY,0,0,0,45-11 245TH ST,DOUGLASTON,NY,113621134,-73.7406121,40.76504
342600125927,Non-Public,SAINT GREGORY THE GREAT CATHOLIC ACADEMY,0,0,0,244-44 87TH AVE,BELLEROSE,NY,114261602,-73.7217221,40.7298852
342600125931,Non-Public,HOLY FAMILY CATHOLIC ACADEMY OF BROOKLYN,0,0,0,74-15 175TH ST,FRESH MEADOWS,NY,113661533,-73.7945271,40.7285285
342600125962,Non-Public,,,,,34-45 202ND ST,BAYSIDE,NY,113611145,-73.7853287,40.766545
342600125972,Non-Public,OUR LADY OF THE SNOWS CATHOLIC ACADEMY,0,0,0,79-33 258TH ST,FLORAL PARK,NY,110041287,-73.7129025,40.74553
342600125991,Non-Public,SACRED HEART CATHOLIC ACADEMY OF BAYSIDE,0,0,0,216-01 38TH AVE,BAYSIDE,NY,11361,-73.7670914,40.7678956
342600126047,Non-Public,SAINT FRANCIS PREPARATORY SCHOOL,0,0,0,6100 FRANCIS LEWIS BLVD,FRESH MEADOWS,NY,113652840,-73.7760989,40.7426951
342600225967,Non-Public,CHABAD ACADEMY OF ARTS AND SCIENCES,0,0,0,212-12 26TH AVE,BAYSIDE,NY,11360,-73.7772639,40.7780367
342600226509,Non-Public,,,,,64-41 UTOPIA PKWY,FRESH MEADOWS,NY,11365,-73.7927457,40.7370435
342600229198,Non-Public,YESHIVA HAR TORAH,0,0,0,250-10 GRAND CENTRAL PKW,BELLEROSE,NY,114262738,-73.7238922,40.7523681
342600317933,Non-Public,LUTHERAN SCHOOL OF FLUSHING & BAYSIDE,0,0,0,36-01 BELL BLVD,BAYSIDE,NY,113612056,-73.7729816,40.767879
342600718097,Non-Public,WILLIAM SPYROPOULOS SCHOOL,0,0,0,43-15 196TH ST,FLUSHING,NY,113583520,-73.7853671,40.757762
342600807968,Non-Public,HOLY MARTYRS ARMENIAN DAY SCHOOL,0,0,0,209-15 HORACE HARDING EXPWY,OAKLAND GARDENS,NY,113641793,-73.7674457,40.7464944
342600996988,Non-Public,NEW HIGHLAND ELEMENTARY SCHOOL (THE),0,0,0,193-10 PECK AVE,FRESH MEADOWS,NY,113652335,-73.7829442,40.7425261
342600997796,Non-Public,SUMMIT SCHOOL (THE),0,0,0,187-30 GRAND CENTRAL PKY,JAMAICA,NY,11432,-73.7769903,40.7212888
342700010042,Public,PS/MS 42 R VERNAM,0,0,0,488 BEACH 66TH ST,ARVERNE,NY,11692,-73.794804,40.594358
342700010043,Public,PS 43,0,0,0,160 BEACH 29TH ST,FAR ROCKAWAY,NY,11691,-73.761086,40.59348
342700010045,Public,PS 45 CLARENCE WITHERSPOON,0,0,0,126-28 150TH ST,SOUTH OZONE PARK,NY,11436,-73.788866,40.671871
342700010047,Public,PS 47 CHRIS GALAS,0,0,0,140 BEACH 112TH ST,ROCKAWAY PARK,NY,11694,-73.821089,40.606476
342700010051,Public,PS 51,0,0,0,87-45 117TH ST,RICHMOND HILL,NY,11418,-73.831532,40.698286
342700010053,Public,MS 53 BRIAN PICCOLO,0,0,0,10-45 NAMEOKE ST,FAR ROCKAWAY,NY,11691,-73.749891,40.604019
342700010056,Public,PS 56 HARRY EICHLER,0,0,0,86-10 114TH ST,RICHMOND HILL,NY,11418,-73.835735,40.698989
342700010060,Public,PS 60 WOODHAVEN,0,0,0,91-02 88TH AVE,WOODHAVEN,NY,11421,-73.852792,40.691467
342700010062,Public,PS 62 CHESTER PARK SCHOOL,0,0,0,97-25 108TH ST,SOUTH RICHMOND HILL,NY,11419,-73.835567,40.688359
342700010063,Public,PS 63 OLD SOUTH,0,0,0,90-15 SUTTER AVE,OZONE PARK,NY,11417,-73.846796,40.676978
342700010064,Public,PS 64 JOSEPH P ADDABBO,0,0,0,82-01 101ST AVE,OZONE PARK,NY,11416,-73.856956,40.681901
342700010065,Public,PS 65 RAYMOND YORK ELEMENTARY SCHOOL (THE),0,0,0,103-22 99TH ST,OZONE PARK,NY,11417,-73.841675,40.682293
342700010066,Public,PS 66 JACQUELINE KENNEDY-ONASSIS,0,0,0,85-11 102ND ST,RICHMOND HILL,NY,11418,-73.846135,40.697941
342700010090,Public,PS 90 HORACE MANN,0,0,0,86-50 109TH ST,RICHMOND HILL,NY,11418,-73.839517,40.696653
342700010096,Public,PS 96,0,0,0,130-01 ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11420,-73.808128,40.675369
342700010097,Public,PS 97 FOREST PARK,0,0,0,85-52 85TH ST,WOODHAVEN,NY,11421,-73.860031,40.694232
342700010100,Public,PS 100 GLEN MORRIS,0,0,0,111-11 118TH ST,SOUTH OZONE PARK,NY,11420,-73.821545,40.679694
342700010104,Public,PS 104 BAYS WATER (THE),0,0,0,26-01 MOTT AVE,FAR ROCKAWAY,NY,11691,-73.764621,40.608002
342700010105,Public,PS 105 BAY SCHOOL (THE),0,0,0,420 BEACH 51ST ST,FAR ROCKAWAY,NY,11691,-73.780961,40.595911
342700010106,Public,LIGHTHOUSE ELEMENTARY SCHOOL,0,0,0,180 BEACH 35TH ST,FAR ROCKAWAY,NY,11691,-73.766846,40.594738
342700010108,Public,PS 108 CAPTAIN VINCENT G FOWLER,0,0,0,108-10 109TH AVE,SOUTH OZONE PARK,NY,11420,-73.831025,40.679083
342700010114,Public,PS/MS 114 BELLE HARBOR,0,0,0,134-01 CRONSTON AVE,ROCKAWAY PARK,NY,11694,-73.854364,40.577552
342700010123,Public,PS 123,0,0,0,145-01 119TH AVE,SOUTH OZONE PARK,NY,11436,-73.795571,40.678913
342700010124,Public,PS 124 OSMOND A CHURCH,0,0,0,129-15 150TH AVE,SOUTH OZONE PARK,NY,11420,-73.811266,40.665669
342700010137,Public,MS 137 AMERICA'S SCHOOL OF HEROES,0,0,0,109-15 98TH ST,OZONE PARK,NY,11417,-73.839377,40.678112
342700010146,Public,PS 146 HOWARD BEACH,0,0,0,98-01 159TH AVE,HOWARD BEACH,NY,11414,-73.834896,40.660531
342700010155,Public,PS 155,0,0,0,130-02 115TH AVE,SOUTH OZONE PARK,NY,11420,-73.810067,40.679105
342700010183,Public,PS 183 DR RICHARD R GREEN,0,0,0,2-45 BEACH 79TH ST,ROCKAWAY BEACH,NY,11693,-73.805866,40.58922
342700010197,Public,PS 197 OCEAN SCHOOL (THE),0,0,0,825 HICKSVILLE RD,FAR ROCKAWAY,NY,11691,-73.744128,40.599664
342700010202,Public,JHS 202 ROBERT H GODDARD,0,0,0,138-30 LAFAYETTE ST,OZONE PARK,NY,11417,-73.845992,40.670905
342700010207,Public,PS 207 ROCKWOOD PARK,0,0,0,159-15 88TH ST,HOWARD BEACH,NY,11414,-73.843881,40.657736
342700010210,Public,JHS 210 ELIZABETH BLACKWELL,0,0,0,93-11 101ST AVE,OZONE PARK,NY,11416,-73.847633,40.68476
342700010223,Public,PS 223 LYNDON B JOHNSON,0,0,0,125-20 SUTPHIN BLVD,JAMAICA,NY,11436,-73.78953,40.673898
342700010226,Public,JHS 226 VIRGIL I GRISSON,0,0,0,121-10 ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11420,-73.81673,40.675021
342700010232,Public,PS 232 LINDENWOOD,0,0,0,153-23 83RD ST,HOWARD BEACH,NY,11414,-73.850622,40.665408
342700010253,Public,PS 253,0,0,0,1307 CENTRAL AVE,FAR ROCKAWAY,NY,11691,-73.748799,40.607247
342700010254,Public,PS 254 ROSA PARKS SCHOOL (THE),0,0,0,84-40 101ST ST,RICHMOND HILL,NY,11418,-73.847886,40.6972
342700010273,Public,PS 273,0,0,0,88-07 102ND ST,RICHMOND HILL,NY,11418,-73.844335,40.693613
342700010282,Public,KNOWLEDGE AND POWER PREPARATORY ACADEMY VI,0,0,0,8-21 BAY 25TH ST,FAR ROCKAWAY,NY,11691,-73.763995,40.601537
342700010297,Public,HAWTREE CREEK MIDDLE SCHOOL,0,0,0,121-10 ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11420,-73.81673,40.675021
342700010306,Public,NEW YORK CITY ACADEMY FOR DISCOVERY,0,0,0,95-16 89TH AVE,WOODHAVEN,NY,11421,-73.848577,40.691482
342700010314,Public,EPIC HIGH SCHOOL-SOUTH,0,0,0,121-10 ROCKAWAY BLVD,SOUTH OZONE PARK,NY,11420,-73.81673,40.675021
342700010316,Public,QUEENS EXPLORERS ELEMENTARY SCHOOL,0,0,0,90-07 101ST ST,OZONE PARK,NY,11416,-73.850123,40.683112
342700010317,Public,WATERSIDE CHILDREN'S STUDIO SCHOOL,0,0,0,190 BEACH 110TH ST,ROCKAWAY PARK,NY,11694,-73.83109,40.580907
342700010318,Public,WATERSIDE SCHOOL FOR LEADERSHIP,0,0,0,190 BEACH 110TH ST,ROCKAWAY PARK,NY,11694,-73.83109,40.580907
342700010319,Public,VILLAGE ACADEMY,0,0,0,10-45 NAMEOKE ST,FAR ROCKAWAY,NY,11691,-73.749891,40.604019
342700010323,Public,SCHOLARS' ACADEMY,0,0,0,320 BEACH 104TH ST,ROCKAWAY PARK,NY,11694,-73.825162,40.584543
342700010333,Public,GOLDIE MAPLE ACADEMY,0,0,0,3-65 BEACH 56TH ST,ARVERNE,NY,11692,-73.786649,40.594008
342700010362,Public,WAVE PREPARATORY ELEMENTARY SCHOOL,0,0,0,535 BRIAR PL,FAR ROCKAWAY,NY,11691,-73.758587,40.599467
342700010377,Public,PS 377,0,0,0,150-15 RALEIGH ST,RICHMOND HILL,NY,11418,-73.83685,40.668083
342700010377,Public,PS 377,0,0,0,150-15 RALEIGH ST,RICHMOND HILL,NY,11418,-73.83685,40.668083
342700011260,Public,FREDERICK DOUGLASS ACADEMY VI HIGH SCHOOL,0,0,0,8-21 BAY 25TH ST,FAR ROCKAWAY,NY,11691,-73.763995,40.601537
342700011261,Public,VOYAGES PREP-SOUTH QUEENS,0,0,0,156-10 BAISLEY BLVD,JAMAICA,NY,11434,-73.782684,40.673949
342700011262,Public,CHANNEL VIEW SCHOOL FOR RESEARCH,0,0,0,100-00 BEACH CHANNEL DR,ROCKAWAY PARK,NY,11694,-73.825317,40.586012
342700011302,Public,"QUEENS HIGH SCHOOL FOR INFORMATION, RESEARCH AND TECHNOLOGY",0,0,0,8-21 BAY 25TH ST,FAR ROCKAWAY,NY,11691,-73.763995,40.601537
342700011308,Public,ROBERT H GODDARD HIGH SCHOOL FOR COMMUNICATION ARTS,0,0,0,138-30 LAFAYETTE ST,OZONE PARK,NY,11417,-73.845992,40.670905
342700011309,Public,ACADEMY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCHOOL,0,0,0,8-21 BAY 25TH ST,FAR ROCKAWAY,NY,11691,-73.763995,40.601537
342700011324,Public,ROCKAWAY PARK HIGH SCHOOL FOR ENVIRONMENTAL SUSTAINABILITY,0,0,0,100-00 BEACH CHANNEL DR,ROCKAWAY PARK,NY,11694,-73.825317,40.586012
